text,label,category,severity,sentiment
The refund amount I received is incorrect — I was refunded $125.07 but I paid $71.97. Please correct this immediately.,__label__1,Refund Issue,High,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
I ordered smartwatch but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 14 days and nothing has appeared in my account.,__label__1,Refund Issue,High,Negative
I was charged a hidden fee of $113.93 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Low,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
An unauthorized charge of $39.02 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Medium,Negative
The product arrived completely broken. The speaker was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,High,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Product Quality,Low,Positive
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
My shipment has been stuck at the distribution center for 4 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Product Quality,Low,Positive
I submitted a support ticket 3 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Medium,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
Your agent promised to call me back within 24 hours. It has been 8 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
Your agent promised to call me back within 24 hours. It has been 15 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
My desk lamp stopped working after just 4 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
The refund amount I received is incorrect — I was refunded $63.46 but I paid $161.59. Please correct this immediately.,__label__1,Refund Issue,High,Negative
My complaint was escalated and resolved within hours. Impressed by the responsiveness.,__label__2,Refund Issue,Low,Positive
The refund amount I received is incorrect — I was refunded $123.56 but I paid $126.56. Please correct this immediately.,__label__1,Refund Issue,High,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
The speaker does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Low,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Low,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
I returned my order 13 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Low,Negative
I submitted a support ticket 7 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
